年齢,学歴,職業,人種,性別,週労働時間,出身国,収入
36, Some-college, Adm-clerical, Black, Female,40, United-States, <=50K
18, 12th, Adm-clerical, White, Female,30, United-States, <=50K
44, 11th, Tech-support, Black, Male,40, United-States, <=50K
36, HS-grad, Other-service, Black, Female,35, United-States, <=50K
69, Doctorate, Prof-specialty, White, Male,50, United-States, >50K
17, 12th, Prof-specialty, White, Male,7, United-States, <=50K
38, Assoc-voc, Craft-repair, White, Male,40, United-States, >50K
27, HS-grad, Machine-op-inspct, Black, Male,40, United-States, <=50K
52, Assoc-acdm, Exec-managerial, White, Male,40, United-States, <=50K
24, Assoc-acdm, Sales, White, Male,35, United-States, <=50K
57, Bachelors, Exec-managerial, White, Female,40, United-States, <=50K
19, 10th, Machine-op-inspct, White, Female,40, United-States, <=50K
38, HS-grad, Craft-repair, Amer-Indian-Eskimo, Male,50, United-States, <=50K
46, 7th-8th, Priv-house-serv, White, Female,24, Guatemala, <=50K
21, HS-grad, Prof-specialty, White, Male,40, Mexico, >50K
29, Some-college, Adm-clerical, White, Female,40, Japan, <=50K
26, HS-grad, Farming-fishing, White, Male,70, United-States, <=50K
28, HS-grad, Farming-fishing, White, Male,55, United-States, <=50K
26, Some-college, Sales, White, Female,40, United-States, <=50K
49, Bachelors, Other-service, White, Male,40, United-States, <=50K
28, Bachelors, Exec-managerial, White, Male,55, United-States, <=50K
57, Some-college, Other-service, White, Male,40, United-States, <=50K
60, 7th-8th, Transport-moving, White, Male,40, United-States, <=50K
38, HS-grad, Adm-clerical, White, Male,42, United-States, <=50K
51, HS-grad, Craft-repair, White, Male,60, United-States, <=50K
60, Some-college, Adm-clerical, White, Female,40, United-States, <=50K
37, Bachelors, Exec-managerial, White, Male,47, United-States, <=50K
44, HS-grad, Craft-repair, Black, Female,40, United-States, <=50K
19, Some-college, Other-service, White, Female,25, United-States, <=50K
59, Masters, Craft-repair, Asian-Pac-Islander, Female,35, Philippines, <=50K
50, HS-grad, Other-service, White, Male,40, United-States, <=50K
35, Bachelors, Craft-repair, White, Male,40, United-States, >50K
46, Some-college, Machine-op-inspct, White, Male,40, United-States, <=50K
18, Some-college, Sales, Black, Male,35, United-States, <=50K
32, 5th-6th, Machine-op-inspct, Amer-Indian-Eskimo, Male,40, Mexico, <=50K
32, Assoc-voc, Other-service, White, Female,40, United-States, <=50K
39, HS-grad, Craft-repair, White, Male,40, United-States, >50K
25, HS-grad, Craft-repair, White, Female,40, United-States, <=50K
30, Masters, Exec-managerial, White, Male,60, United-States, >50K
37, Bachelors, Tech-support, White, Male,40, United-States, >50K
38, Some-college, Exec-managerial, White, Male,80, United-States, >50K
36, Assoc-acdm, Other-service, White, Female,37, United-States, <=50K
56, Some-college, Sales, White, Male,40, United-States, >50K
35, Bachelors, Adm-clerical, White, Male,40, United-States, >50K
56, HS-grad, Adm-clerical, White, Male,41, United-States, <=50K
17, 10th, Other-service, White, Male,14, United-States, <=50K
46, Masters, Exec-managerial, White, Male,45, United-States, >50K
56, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
61, 12th, Craft-repair, White, Male,40, United-States, <=50K
25, Some-college, Sales, White, Male,43, United-States, <=50K
27, HS-grad, Machine-op-inspct, Black, Female,40, United-States, <=50K
50, HS-grad, Farming-fishing, White, Male,30, United-States, <=50K
33, Assoc-voc, Farming-fishing, White, Male,62, United-States, <=50K
33, Assoc-voc, Craft-repair, White, Male,40, United-States, >50K
38, Some-college, Farming-fishing, White, Male,60, United-States, <=50K
51, 11th, Machine-op-inspct, White, Male,40, United-States, <=50K
27, Assoc-acdm, Sales, White, Male,42, United-States, <=50K
49, Masters, Prof-specialty, White, Female,16, United-States, <=50K
26, HS-grad, Machine-op-inspct, Black, Female,40, United-States, <=50K
42, Masters, Exec-managerial, White, Male,60, United-States, >50K
37, Bachelors, Machine-op-inspct, Black, Male,32, United-States, <=50K
38, Some-college, Adm-clerical, White, Female,40, United-States, <=50K
48, HS-grad, Other-service, White, Male,40, Mexico, >50K
33, HS-grad, Exec-managerial, White, Male,60, United-States, <=50K
30, HS-grad, Other-service, White, Male,40, Ireland, <=50K
25, Bachelors, Prof-specialty, White, Female,50, United-States, <=50K
50, Bachelors, Sales, White, Male,40, United-States, >50K
54, HS-grad, Exec-managerial, White, Male,36, United-States, >50K
37, 11th, Craft-repair, White, Male,40, United-States, <=50K
59, Bachelors, Sales, White, Male,55, United-States, >50K
17, 10th, Sales, Black, Female,24, United-States, <=50K
56, HS-grad, Adm-clerical, White, Female,40, United-States, >50K
57, HS-grad, Other-service, White, Male,38, United-States, <=50K
33, 10th, Other-service, Black, Male,20, United-States, <=50K
41, Masters, Craft-repair, White, Male,65, United-States, <=50K
45, Bachelors, Other-service, Asian-Pac-Islander, Female,40, Philippines, <=50K
50, HS-grad, Sales, White, Male,48, United-States, <=50K
18, HS-grad, Sales, White, Male,25, United-States, <=50K
19, Some-college, Adm-clerical, White, Female,20, United-States, <=50K
26, Some-college, Prof-specialty, Asian-Pac-Islander, Female,40, United-States, <=50K
41, Some-college, Prof-specialty, White, Male,40, United-States, >50K
29, HS-grad, Craft-repair, White, Male,50, United-States, <=50K
27, Some-college, Craft-repair, Black, Male,40, United-States, <=50K
35, HS-grad, Adm-clerical, White, Female,38, United-States, <=50K
37, Bachelors, Craft-repair, White, Male,90, United-States, >50K
22, 11th, Adm-clerical, White, Male,40, United-States, <=50K
25, 10th, Priv-house-serv, White, Female,24, United-States, <=50K
26, HS-grad, Sales, White, Male,50, United-States, <=50K
27, HS-grad, Protective-serv, White, Male,40, United-States, <=50K
26, Bachelors, Adm-clerical, White, Male,65, United-States, <=50K
51, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
45, HS-grad, Exec-managerial, Asian-Pac-Islander, Male,40, United-States, >50K
60, HS-grad, Sales, White, Male,40, United-States, <=50K
35, Some-college, Exec-managerial, White, Male,55, United-States, >50K
24, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
40, HS-grad, Craft-repair, White, Female,40, Puerto-Rico, <=50K
44, Bachelors, Prof-specialty, Black, Male,50, United-States, >50K
65, HS-grad, Exec-managerial, White, Female,50, United-States, <=50K
52, Some-college, Adm-clerical, White, Female,40, United-States, >50K
38, HS-grad, Craft-repair, White, Female,35, United-States, <=50K
18, 11th, Sales, White, Female,49, United-States, <=50K
24, Assoc-voc, Machine-op-inspct, White, Male,40, United-States, <=50K
52, Some-college, Exec-managerial, White, Male,60, United-States, <=50K
21, HS-grad, Machine-op-inspct, White, Male,44, United-States, <=50K
67, Doctorate, Sales, White, Male,40, United-States, >50K
64, Some-college, Craft-repair, White, Female,8, United-States, <=50K
25, Some-college, Exec-managerial, Black, Male,40, United-States, <=50K
34, Masters, Adm-clerical, White, Male,50, United-States, >50K
39, HS-grad, Farming-fishing, White, Male,50, United-States, <=50K
26, HS-grad, Handlers-cleaners, White, Male,52, United-States, <=50K
19, 10th, Farming-fishing, White, Male,25, United-States, <=50K
35, HS-grad, Exec-managerial, White, Male,50, United-States, >50K
26, Masters, Prof-specialty, White, Female,40, United-States, <=50K
38, HS-grad, Other-service, White, Male,35, United-States, <=50K
45, Some-college, Machine-op-inspct, White, Male,65, United-States, <=50K
18, 11th, Other-service, White, Female,28, United-States, <=50K
51, Some-college, Adm-clerical, White, Female,63, United-States, <=50K
36, HS-grad, Other-service, Black, Female,28, United-States, <=50K
37, Assoc-voc, Protective-serv, White, Male,40, United-States, <=50K
37, Bachelors, Exec-managerial, White, Male,60, United-States, >50K
39, HS-grad, Adm-clerical, White, Female,40, United-States, >50K
21, Some-college, Other-service, White, Male,40, United-States, <=50K
46, Doctorate, Prof-specialty, White, Male,45, United-States, >50K
33, HS-grad, Sales, White, Female,35, United-States, <=50K
23, Bachelors, Adm-clerical, Black, Female,40, United-States, <=50K
52, HS-grad, Sales, Black, Male,40, United-States, <=50K
28, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
23, Some-college, Prof-specialty, White, Male,40, United-States, <=50K
48, Some-college, Exec-managerial, White, Male,40, United-States, >50K
17, 11th, Sales, White, Female,20, United-States, <=50K
22, Some-college, Prof-specialty, White, Female,3, United-States, <=50K
40, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
90, 10th, Exec-managerial, White, Male,40, United-States, <=50K
28, HS-grad, Sales, White, Female,40, United-States, <=50K
44, HS-grad, Transport-moving, White, Male,40, United-States, <=50K
29, Bachelors, Other-service, White, Male,42, United-States, >50K
45, Assoc-voc, Exec-managerial, White, Male,50, United-States, >50K
43, HS-grad, Machine-op-inspct, Black, Male,40, Germany, >50K
49, Bachelors, Exec-managerial, White, Male,40, United-States, >50K
27, Bachelors, Tech-support, White, Male,50, United-States, <=50K
60, HS-grad, Craft-repair, White, Female,40, United-States, <=50K
33, HS-grad, Machine-op-inspct, Other, Female,40, Columbia, <=50K
53, 10th, Craft-repair, White, Male,50, United-States, >50K
19, Some-college, Sales, White, Male,40, United-States, <=50K
28, HS-grad, Farming-fishing, White, Male,40, United-States, <=50K
22, Assoc-acdm, Handlers-cleaners, White, Male,20, United-States, <=50K
48, HS-grad, Transport-moving, White, Male,60, United-States, <=50K
19, Some-college, Other-service, White, Female,25, United-States, <=50K
28, Assoc-voc, Other-service, White, Female,40, United-States, <=50K
58, Some-college, Sales, Black, Male,40, United-States, <=50K
19, Some-college, Craft-repair, White, Female,25, United-States, <=50K
22, Some-college, Craft-repair, White, Male,40, United-States, <=50K
52, Prof-school, Prof-specialty, White, Male,50, United-States, >50K
31, Bachelors, Machine-op-inspct, White, Male,50, United-States, <=50K
50, Doctorate, Prof-specialty, White, Male,40, United-States, <=50K
62, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
26, Bachelors, Prof-specialty, White, Male,50, United-States, <=50K
64, HS-grad, Adm-clerical, White, Female,24, United-States, <=50K
38, Some-college, Craft-repair, White, Male,40, United-States, <=50K
44, Prof-school, Prof-specialty, White, Male,80, United-States, >50K
28, HS-grad, Exec-managerial, White, Female,40, United-States, <=50K
19, HS-grad, Other-service, White, Female,52, United-States, <=50K
39, HS-grad, Machine-op-inspct, White, Female,10, United-States, <=50K
50, 10th, Craft-repair, White, Male,40, United-States, >50K
39, Masters, Prof-specialty, White, Female,40, United-States, >50K
36, Bachelors, Tech-support, White, Male,40, United-States, <=50K
39, Assoc-voc, Handlers-cleaners, White, Male,49, United-States, <=50K
51, Assoc-acdm, Sales, White, Female,25, United-States, <=50K
28, HS-grad, Other-service, White, Female,32, United-States, <=50K
57, Prof-school, Prof-specialty, White, Male,30, United-States, >50K
40, Prof-school, Prof-specialty, Black, Female,40, United-States, <=50K
27, Some-college, Sales, White, Female,40, Peru, <=50K
32, Some-college, Sales, White, Male,60, United-States, <=50K
49, HS-grad, Exec-managerial, White, Female,44, United-States, <=50K
34, 10th, Other-service, White, Female,40, United-States, <=50K
24, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
54, 7th-8th, Machine-op-inspct, White, Male,40, Guatemala, <=50K
52, 12th, Craft-repair, White, Male,45, United-States, <=50K
43, 11th, Handlers-cleaners, White, Female,25, United-States, <=50K
35, Some-college, Machine-op-inspct, White, Male,46, United-States, <=50K
56, HS-grad, Transport-moving, White, Male,30, United-States, <=50K
30, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
54, HS-grad, Other-service, White, Female,40, United-States, <=50K
35, Bachelors, Sales, Asian-Pac-Islander, Male,50, United-States, <=50K
32, Some-college, Adm-clerical, Black, Female,40, United-States, <=50K
44, Bachelors, Exec-managerial, White, Male,60, United-States, >50K
32, HS-grad, Other-service, White, Female,10, United-States, <=50K
60, 12th, Adm-clerical, White, Male,40, United-States, <=50K
40, Some-college, Other-service, White, Male,45, United-States, <=50K
50, 7th-8th, Machine-op-inspct, Black, Male,40, United-States, <=50K
58, 9th, Handlers-cleaners, White, Male,50, United-States, >50K
41, HS-grad, Craft-repair, White, Male,45, United-States, >50K
28, HS-grad, Sales, White, Male,40, United-States, >50K
53, HS-grad, Adm-clerical, White, Male,35, United-States, <=50K
45, HS-grad, Sales, White, Female,40, United-States, <=50K
23, HS-grad, Handlers-cleaners, White, Female,30, United-States, <=50K
25, Some-college, Sales, White, Male,50, United-States, <=50K
40, Some-college, Craft-repair, White, Male,35, United-States, >50K
28, Bachelors, Exec-managerial, White, Female,60, United-States, <=50K
27, 12th, Transport-moving, White, Male,40, United-States, <=50K
19, Some-college, Adm-clerical, White, Male,15, United-States, <=50K
24, HS-grad, Handlers-cleaners, Black, Male,25, United-States, <=50K
38, Bachelors, Prof-specialty, White, Male,40, United-States, <=50K
24, Masters, Adm-clerical, Black, Female,40, United-States, <=50K
18, 11th, Other-service, Black, Male,7, United-States, <=50K
58, HS-grad, Exec-managerial, White, Female,40, United-States, <=50K
35, Masters, Prof-specialty, White, Male,44, United-States, >50K
43, 9th, Machine-op-inspct, White, Female,20, United-States, <=50K
45, HS-grad, Machine-op-inspct, Black, Male,35, United-States, <=50K
24, HS-grad, Sales, White, Male,40, Mexico, <=50K
63, 9th, Farming-fishing, Black, Male,40, United-States, <=50K
40, 9th, Machine-op-inspct, White, Male,40, Mexico, <=50K
21, Bachelors, Other-service, White, Male,20, United-States, <=50K
20, Some-college, Other-service, White, Male,40, United-States, <=50K
42, HS-grad, Machine-op-inspct, White, Female,40, United-States, >50K
47, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
48, HS-grad, Craft-repair, White, Male,36, United-States, <=50K
61, 7th-8th, Transport-moving, White, Male,40, United-States, <=50K
35, Bachelors, Exec-managerial, White, Male,40, United-States, >50K
46, Some-college, Farming-fishing, White, Female,20, United-States, <=50K
18, 12th, Other-service, White, Male,25, United-States, <=50K
28, Bachelors, Prof-specialty, White, Male,50, United-States, >50K
20, HS-grad, Other-service, White, Female,20, United-States, <=50K
28, HS-grad, Transport-moving, White, Male,40, United-States, <=50K
57, HS-grad, Sales, White, Male,40, United-States, <=50K
56, 7th-8th, Craft-repair, White, Male,40, United-States, <=50K
33, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
19, HS-grad, Handlers-cleaners, White, Male,40, United-States, <=50K
29, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
30, Some-college, Craft-repair, White, Male,55, Ecuador, <=50K
53, Bachelors, Prof-specialty, White, Female,57, United-States, <=50K
25, 1st-4th, Priv-house-serv, White, Female,40, Guatemala, <=50K
44, HS-grad, Protective-serv, White, Male,38, United-States, <=50K
22, Some-college, Handlers-cleaners, White, Male,28, United-States, <=50K
40, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
30, 7th-8th, Farming-fishing, White, Male,40, Mexico, <=50K
51, Assoc-voc, Adm-clerical, White, Female,38, United-States, <=50K
17, 11th, Priv-house-serv, White, Female,24, United-States, <=50K
46, Bachelors, Protective-serv, White, Male,40, United-States, >50K
50, Some-college, Adm-clerical, White, Male,40, United-States, >50K
34, Some-college, Exec-managerial, White, Female,50, United-States, <=50K
41, Bachelors, Adm-clerical, White, Male,40, United-States, <=50K
32, Bachelors, Other-service, Other, Male,40, United-States, <=50K
32, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
47, Some-college, Prof-specialty, White, Male,70, United-States, <=50K
50, Some-college, Sales, White, Male,40, United-States, <=50K
77, 7th-8th, Priv-house-serv, White, Female,23, United-States, <=50K
33, HS-grad, Exec-managerial, White, Male,40, United-States, <=50K
47, HS-grad, Machine-op-inspct, White, Male,48, United-States, <=50K
64, 11th, Transport-moving, White, Male,40, United-States, <=50K
34, HS-grad, Exec-managerial, White, Male,50, United-States, <=50K
34, HS-grad, Prof-specialty, Black, Female,35, United-States, <=50K
67, Masters, Exec-managerial, White, Female,72, United-States, >50K
37, HS-grad, Other-service, White, Male,40, United-States, <=50K
34, Bachelors, Prof-specialty, White, Male,40, United-States, >50K
50, Doctorate, Sales, White, Male,64, United-States, <=50K
60, Bachelors, Exec-managerial, White, Male,45, United-States, >50K
46, Bachelors, Prof-specialty, White, Female,43, United-States, <=50K
44, Bachelors, Craft-repair, White, Male,40, United-States, >50K
43, HS-grad, Sales, White, Female,44, Poland, <=50K
48, Masters, Prof-specialty, White, Male,40, El-Salvador, >50K
36, HS-grad, Adm-clerical, White, Female,40, Nicaragua, <=50K
48, Some-college, Adm-clerical, White, Female,43, United-States, <=50K
37, Some-college, Adm-clerical, White, Male,40, United-States, <=50K
51, Masters, Sales, White, Male,40, United-States, >50K
52, Masters, Prof-specialty, White, Male,45, United-States, >50K
27, 5th-6th, Sales, Asian-Pac-Islander, Female,20, Vietnam, <=50K
43, Masters, Exec-managerial, White, Male,40, United-States, >50K
23, HS-grad, Other-service, Black, Male,25, United-States, <=50K
66, Assoc-acdm, Machine-op-inspct, White, Male,40, Yugoslavia, >50K
37, 10th, Other-service, White, Female,40, United-States, <=50K
35, Some-college, Adm-clerical, White, Female,40, United-States, <=50K
42, Bachelors, Prof-specialty, White, Male,40, United-States, >50K
49, 10th, Other-service, White, Female,38, Peru, <=50K
51, Bachelors, Prof-specialty, White, Female,40, United-States, >50K
71, HS-grad, Exec-managerial, White, Male,9, United-States, <=50K
50, Masters, Prof-specialty, White, Female,40, United-States, >50K
63, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
41, Masters, Prof-specialty, White, Female,35, United-States, <=50K
24, Some-college, Machine-op-inspct, White, Female,40, United-States, <=50K
41, Some-college, Other-service, White, Female,45, United-States, <=50K
33, Assoc-acdm, Adm-clerical, White, Male,40, United-States, <=50K
42, Some-college, Craft-repair, Black, Male,40, United-States, <=50K
23, Bachelors, Sales, Asian-Pac-Islander, Male,40, United-States, <=50K
49, Assoc-voc, Prof-specialty, White, Female,38, United-States, <=50K
28, 12th, Craft-repair, White, Male,40, United-States, <=50K
31, 5th-6th, Handlers-cleaners, White, Male,56, Mexico, <=50K
28, Bachelors, Adm-clerical, Black, Male,35, United-States, <=50K
37, 11th, Craft-repair, White, Male,25, United-States, <=50K
19, Some-college, Exec-managerial, White, Male,40, United-States, <=50K
51, Bachelors, Prof-specialty, White, Male,26, United-States, <=50K
25, Assoc-voc, Sales, White, Male,41, United-States, <=50K
49, HS-grad, Exec-managerial, White, Male,50, United-States, <=50K
47, HS-grad, Sales, White, Female,45, United-States, <=50K
48, HS-grad, Other-service, White, Male,40, United-States, <=50K
41, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
32, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
46, HS-grad, Handlers-cleaners, Black, Male,40, United-States, <=50K
17, 10th, Sales, White, Female,20, United-States, <=50K
34, 11th, Handlers-cleaners, White, Male,43, United-States, <=50K
44, HS-grad, Adm-clerical, White, Female,30, United-States, <=50K
23, Assoc-acdm, Other-service, White, Female,20, United-States, <=50K
35, Some-college, Prof-specialty, Asian-Pac-Islander, Male,20, United-States, <=50K
30, Bachelors, Transport-moving, White, Male,40, United-States, <=50K
34, Bachelors, Sales, White, Male,45, Jamaica, <=50K
34, Prof-school, Prof-specialty, White, Male,40, United-States, >50K
39, Assoc-voc, Adm-clerical, White, Male,40, United-States, <=50K
28, Assoc-voc, Adm-clerical, White, Male,40, United-States, <=50K
53, Masters, Exec-managerial, White, Male,70, United-States, >50K
34, 11th, Transport-moving, White, Male,40, United-States, <=50K
21, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
53, 7th-8th, Farming-fishing, White, Male,45, United-States, <=50K
54, Masters, Prof-specialty, White, Male,50, United-States, >50K
32, Some-college, Sales, White, Female,40, United-States, <=50K
39, Bachelors, Prof-specialty, White, Male,35, United-States, <=50K
39, Some-college, Machine-op-inspct, White, Female,40, United-States, <=50K
29, HS-grad, Exec-managerial, White, Male,40, Germany, <=50K
29, HS-grad, Prof-specialty, White, Female,40, United-States, <=50K
43, HS-grad, Craft-repair, White, Male,42, United-States, >50K
39, Masters, Adm-clerical, White, Male,40, United-States, <=50K
45, Some-college, Exec-managerial, White, Female,40, United-States, <=50K
36, Some-college, Machine-op-inspct, White, Male,40, United-States, <=50K
43, Some-college, Adm-clerical, White, Female,20, Mexico, <=50K
31, HS-grad, Sales, Black, Female,58, United-States, <=50K
39, HS-grad, Exec-managerial, White, Male,60, United-States, >50K
32, Bachelors, Prof-specialty, White, Female,32, United-States, >50K
45, HS-grad, Craft-repair, Black, Male,40, United-States, >50K
19, HS-grad, Handlers-cleaners, White, Male,50, United-States, <=50K
43, Some-college, Prof-specialty, White, Male,48, United-States, >50K
32, Assoc-voc, Transport-moving, White, Male,40, United-States, <=50K
43, Bachelors, Sales, White, Female,60, United-States, <=50K
34, Bachelors, Adm-clerical, White, Male,27, United-States, <=50K
66, Some-college, Prof-specialty, White, Male,40, United-States, <=50K
37, Assoc-voc, Craft-repair, White, Male,40, United-States, >50K
46, Assoc-acdm, Exec-managerial, White, Female,40, United-States, <=50K
23, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
41, Bachelors, Prof-specialty, White, Male,40, United-States, >50K
55, HS-grad, Handlers-cleaners, White, Male,40, United-States, >50K
35, Prof-school, Prof-specialty, White, Male,50, United-States, >50K
37, Bachelors, Prof-specialty, White, Male,55, United-States, >50K
43, Bachelors, Prof-specialty, White, Male,42, United-States, >50K
30, Assoc-voc, Craft-repair, White, Male,60, United-States, <=50K
36, Masters, Prof-specialty, White, Female,60, United-States, >50K
54, Bachelors, Sales, White, Male,40, United-States, >50K
36, Bachelors, Adm-clerical, White, Male,50, United-States, >50K
78, Bachelors, Exec-managerial, White, Male,40, United-States, >50K
77, Bachelors, Exec-managerial, White, Male,50, United-States, >50K
28, HS-grad, Other-service, Asian-Pac-Islander, Female,40, Philippines, <=50K
39, HS-grad, Craft-repair, White, Male,72, United-States, >50K
37, Bachelors, Tech-support, Asian-Pac-Islander, Male,40, Philippines, <=50K
34, Assoc-voc, Prof-specialty, White, Male,45, United-States, >50K
22, Bachelors, Prof-specialty, White, Female,35, United-States, <=50K
54, Bachelors, Other-service, White, Female,50, United-States, <=50K
21, Some-college, Sales, White, Female,20, United-States, <=50K
36, 10th, Craft-repair, White, Male,40, United-States, <=50K
62, HS-grad, Adm-clerical, White, Female,30, United-States, <=50K
40, Some-college, Sales, White, Male,40, United-States, >50K
47, Some-college, Prof-specialty, Black, Female,40, United-States, <=50K
38, Bachelors, Sales, White, Male,70, United-States, >50K
28, 5th-6th, Craft-repair, White, Male,40, Columbia, <=50K
46, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
22, Some-college, Other-service, White, Male,35, United-States, <=50K
37, HS-grad, Sales, White, Female,25, Canada, <=50K
69, 10th, Machine-op-inspct, White, Female,28, Peru, <=50K
43, Bachelors, Exec-managerial, White, Male,50, United-States, >50K
53, Bachelors, Other-service, Asian-Pac-Islander, Female,21, Japan, >50K
20, HS-grad, Sales, Black, Female,35, United-States, <=50K
22, Bachelors, Prof-specialty, White, Male,50, United-States, <=50K
48, 9th, Craft-repair, White, Male,44, United-States, <=50K
40, Masters, Prof-specialty, White, Male,40, United-States, >50K
39, Some-college, Other-service, White, Female,55, United-States, <=50K
57, HS-grad, Tech-support, Black, Male,40, Trinadad&Tobago, >50K
23, 10th, Other-service, White, Male,60, Mexico, <=50K
25, Bachelors, Prof-specialty, White, Female,38, United-States, >50K
22, HS-grad, Prof-specialty, Black, Male,40, United-States, <=50K
23, 12th, Priv-house-serv, White, Male,30, United-States, <=50K
41, Bachelors, Prof-specialty, White, Male,45, United-States, >50K
25, Some-college, Machine-op-inspct, White, Female,25, United-States, <=50K
58, Some-college, Sales, White, Male,40, United-States, <=50K
33, HS-grad, Sales, Asian-Pac-Islander, Male,45, Japan, <=50K
28, Masters, Prof-specialty, White, Male,48, United-States, <=50K
19, 11th, Machine-op-inspct, White, Female,25, United-States, <=50K
44, Some-college, Adm-clerical, White, Female,40, United-States, <=50K
68, Preschool, Machine-op-inspct, White, Male,10, United-States, <=50K
33, HS-grad, Craft-repair, White, Male,40, United-States, >50K
24, HS-grad, Exec-managerial, White, Female,40, United-States, <=50K
44, HS-grad, Farming-fishing, White, Male,50, United-States, <=50K
38, Bachelors, Exec-managerial, White, Male,40, United-States, >50K
31, HS-grad, Craft-repair, White, Female,40, Mexico, <=50K
29, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
65, 9th, Sales, White, Female,40, United-States, <=50K
55, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
49, HS-grad, Exec-managerial, White, Male,40, United-States, <=50K
27, HS-grad, Machine-op-inspct, Black, Female,40, United-States, <=50K
41, HS-grad, Sales, White, Male,30, United-States, <=50K
33, Some-college, Craft-repair, White, Male,50, United-States, >50K
22, HS-grad, Farming-fishing, White, Male,40, United-States, <=50K
41, HS-grad, Prof-specialty, White, Male,40, United-States, >50K
66, HS-grad, Other-service, Black, Male,4, United-States, <=50K
38, Some-college, Sales, White, Male,60, United-States, <=50K
43, HS-grad, Machine-op-inspct, White, Male,42, United-States, >50K
40, Some-college, Handlers-cleaners, White, Male,40, Mexico, <=50K
32, Some-college, Sales, White, Male,40, United-States, >50K
30, HS-grad, Sales, White, Female,35, Mexico, <=50K
35, Bachelors, Adm-clerical, White, Male,40, United-States, <=50K
41, Masters, Prof-specialty, White, Male,50, United-States, >50K
33, Bachelors, Prof-specialty, Amer-Indian-Eskimo, Male,60, United-States, <=50K
36, Bachelors, Exec-managerial, White, Male,55, United-States, >50K
33, Bachelors, Prof-specialty, White, Male,60, United-States, <=50K
53, HS-grad, Exec-managerial, White, Male,60, United-States, >50K
27, Bachelors, Sales, White, Male,45, United-States, <=50K
22, Bachelors, Handlers-cleaners, White, Female,15, United-States, <=50K
26, HS-grad, Sales, Black, Male,36, United-States, <=50K
64, HS-grad, Sales, White, Female,21, United-States, <=50K
48, Some-college, Adm-clerical, White, Female,45, United-States, <=50K
23, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
35, Bachelors, Prof-specialty, White, Male,40, United-States, <=50K
46, Some-college, Sales, White, Male,40, United-States, >50K
65, Some-college, Exec-managerial, White, Female,45, United-States, <=50K
53, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
18, 5th-6th, Other-service, White, Male,54, Mexico, <=50K
34, Prof-school, Prof-specialty, White, Male,55, United-States, >50K
28, HS-grad, Machine-op-inspct, White, Female,40, Guatemala, <=50K
37, Bachelors, Exec-managerial, White, Male,60, United-States, >50K
59, Bachelors, Prof-specialty, White, Male,40, United-States, <=50K
32, Masters, Exec-managerial, White, Female,60, United-States, >50K
31, Bachelors, Prof-specialty, White, Female,35, United-States, <=50K
25, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
81, 1st-4th, Prof-specialty, White, Male,15, Poland, <=50K
47, HS-grad, Other-service, Black, Female,35, United-States, <=50K
39, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
37, Some-college, Other-service, Black, Male,30, United-States, <=50K
44, HS-grad, Machine-op-inspct, White, Male,45, United-States, >50K
37, Assoc-acdm, Craft-repair, White, Male,45, United-States, <=50K
41, Some-college, Adm-clerical, White, Male,50, United-States, >50K
55, Some-college, Prof-specialty, White, Male,40, Poland, >50K
60, Bachelors, Sales, White, Male,40, United-States, >50K
23, Bachelors, Sales, White, Male,25, United-States, <=50K
19, HS-grad, Machine-op-inspct, White, Female,60, United-States, <=50K
45, Some-college, Machine-op-inspct, White, Male,44, United-States, >50K
36, HS-grad, Other-service, Black, Female,30, United-States, <=50K
46, Bachelors, Prof-specialty, White, Male,40, United-States, >50K
48, 11th, Machine-op-inspct, White, Male,40, United-States, <=50K
39, HS-grad, Other-service, White, Male,50, United-States, <=50K
29, Bachelors, Transport-moving, White, Male,20, United-States, <=50K
39, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
26, HS-grad, Exec-managerial, Other, Female,40, Mexico, <=50K
